County Name,Census_Tract,Average RSEI Concentrations,IBL Rank
Kitsap,53035092500,10951.9,10
Kitsap,53035092600,4477.87,9
Kitsap,53035092701,3673.03,8
Kitsap,53035092704,2069.95,7
Kitsap,53035092801,3922.75,9
Kitsap,53035092802,2358.53,7
Kitsap,53035092803,1079.56,5
Kitsap,53035092901,1877.94,6
Kitsap,53035092902,2474.73,7
Kitsap,53035940000,1945.82,7
Kitsap,53035940100,4601.43,9
Kitsap,53035990100,551.75,5
Kittitas,53037975100,0.01,1
Kittitas,53037975200,1.26,1
Kittitas,53037975300,1.23,1
Kittitas,53037975401,2.16,1
Kittitas,53037975402,2.15,1
Kittitas,53037975500,2.02,1
Kittitas,53037975600,1.26,1
Kittitas,53037975700,4.27,1
Klickitat,53039950100,15.88,1
Klickitat,53039950200,0.44,1
Klickitat,53039950300,0.02,1
Lewis,53041970100,15.67,1
Lewis,53041970200,28.3,2
Lewis,53041970300,34.51,2
Lewis,53041970400,59.42,2
Lewis,53041970500,17.12,1
Lewis,53041970600,15.59,1
Lewis,53041970700,41.89,2
Lewis,53041970800,153.16,3
Lewis,53041970900,27.33,2
Lewis,53041971000,132.02,3
Lewis,53041971100,46.01,2
Lewis,53041971200,29.55,2
Lewis,53041971300,82.16,2
Lewis,53041971400,62.91,2
Lewis,53041971500,116.85,3
Lewis,53041971600,158.85,3
Lewis,53041971700,60.37,2
Lewis,53041971800,5.35,1
Lewis,53041971900,0.23,1
Lincoln,53043960100,0.09,1
Lincoln,53043960200,2.15,1
Lincoln,53043960300,0.01,1
Lincoln,53043960400,1.39,1
Mason,53045940000,9.73,1
Mason,53045960100,9.27,1
Mason,53045960200,66.64,2
Mason,53045960300,690.15,5
Mason,53045960400,1492.37,6
Mason,53045960500,136.18,3
Mason,53045960600,34.9,2
Mason,53045960700,5.89,1
Mason,53045960800,18.85,1
Mason,53045960900,17.65,1
Mason,53045961000,61.9,2
Mason,53045961100,169.02,3
Mason,53045961200,109.18,3
Mason,53045961300,25.73,2
Okanogan,53047940100,0,1
Okanogan,53047940200,0,1
Okanogan,53047970300,0,1
Pacific,53049950200,20.67,2
Pacific,53049950300,42.32,2
Pacific,53049950400,17.95,1
Pacific,53049950500,0.01,1
Pacific,53049950700,0,1
Pacific,53049950800,1.1,1
Pacific,53049990100,0.17,1
Pend Oreille,53051970100,13.58,1
Pend Oreille,53051970200,14.1,1
Pend Oreille,53051970300,9.81,1
Pend Oreille,53051970400,8.18,1
Pend Oreille,53051970500,9.67,1
Pierce,53053060200,2591.11,7
Pierce,53053060300,1219.3,6
Pierce,53053060400,1237.34,6
Pierce,53053060500,1437.55,6
Pierce,53053060600,2516.02,7
Pierce,53053060700,2327.79,7
Pierce,53053060800,1525.12,6
Pierce,53053060903,814.46,5
Pierce,53053060904,1401.61,6
Pierce,53053060905,1290.87,6
Pierce,53053060906,596.27,5
Pierce,53053061001,880.11,5
Pierce,53053061002,1043.73,5
Pierce,53053061100,1769.6,6
Pierce,53053061200,2026.77,7
Pierce,53053061300,2675.51,7
Pierce,53053061400,2060.8,7
Pierce,53053061500,2525.89,7
Pierce,53053061601,1289.03,6
Pierce,53053061602,917.85,5
Pierce,53053061700,4043.5,9
Pierce,53053061800,2097.66,7
Pierce,53053061900,787.08,5
Pierce,53053062000,1418.55,6
Pierce,53053062300,2010.09,7
Pierce,53053062400,1841.25,6
Pierce,53053062500,2264.53,7
Pierce,53053062600,3556.43,8
Pierce,53053062801,1346.22,6
Pierce,53053062802,1123.38,6
Pierce,53053062900,1493.19,6
Pierce,53053063000,916.85,5
Pierce,53053063100,1276.67,6
Pierce,53053063200,1636.38,6
Pierce,53053063300,2688.17,8
Pierce,53053063400,2212.35,7
Pierce,53053063501,954.07,5
Pierce,53053063502,1374.32,6
Pierce,53053070100,67.06,2
Pierce,53053070203,1039.79,5
Pierce,53053070204,434.59,4
Pierce,53053070205,523.6,4
Pierce,53053070206,103.48,3
Pierce,53053070207,287.08,4
Pierce,53053070307,1702.46,6
Pierce,53053070308,1034.89,5
Pierce,53053070309,2058.74,7
Pierce,53053070310,1694.31,6
Pierce,53053070311,752.19,5
Pierce,53053070312,2179.64,7
Pierce,53053070313,2168.55,7
Pierce,53053070314,1127.4,6
Pierce,53053070315,2615.34,7
Pierce,53053070316,4004.25,9
Pierce,53053070401,763.9,5
Pierce,53053070403,117.64,3
Pierce,53053070404,387.66,4
Pierce,53053070703,3014.51,8
Pierce,53053071100,725.76,5
Pierce,53053071205,1736.04,6
Pierce,53053071206,2230.88,7
Pierce,53053071207,1803.76,6
Pierce,53053071208,1708.16,6
Pierce,53053071209,924.56,5
Pierce,53053071210,1462.86,6
Pierce,53053071304,1543.36,6
Pierce,53053071305,1244.49,6
Pierce,53053071306,802.22,5
Pierce,53053071307,1614.35,6
Pierce,53053071309,691.41,5
Pierce,53053071310,1137.66,6
Pierce,53053071403,158.26,3
Pierce,53053071406,301.21,4
Pierce,53053071407,127.09,3
Pierce,53053071408,211.03,3
Pierce,53053071409,188.58,3
Pierce,53053071410,160.18,3
Pierce,53053071411,76.14,2
Pierce,53053071503,598.26,5
Pierce,53053071504,1050.67,5
Pierce,53053071505,828.42,5
Pierce,53053071506,524.19,4
Pierce,53053071601,1618.11,6
Pierce,53053071602,2230.23,7
Pierce,53053071703,919.51,5
Pierce,53053071704,798.43,5
Pierce,53053071705,1120.27,6
Pierce,53053071706,397.6,4
Pierce,53053071707,670.92,5
Pierce,53053071803,1195.63,6
Pierce,53053071805,488.3,4
Pierce,53053071806,340.44,4
Pierce,53053071807,784.92,5
Pierce,53053071808,922.04,5
Pierce,53053071901,836.67,5
Pierce,53053071902,978.37,5
Pierce,53053072000,145.94,3
Pierce,53053072105,847.63,5
Pierce,53053072106,984.71,5
Pierce,53053072107,716.35,5
Pierce,53053072108,660.66,5
Pierce,53053072109,437.99,4
Pierce,53053072111,359.47,4
Pierce,53053072112,440.54,4
Pierce,53053072305,1361.95,6
Pierce,53053072307,602.1,5
Pierce,53053072308,1326.74,6
Pierce,53053072309,1116.53,5
Pierce,53053072310,847.76,5
Pierce,53053072311,900.34,5
Pierce,53053072312,1249.81,6
Pierce,53053072313,1171.61,6
Pierce,53053072405,750.53,5
Pierce,53053072406,1418.13,6
Pierce,53053072407,1059.99,5
Pierce,53053072408,1344.97,6
Pierce,53053072409,517.41,4
Pierce,53053072410,757.13,5
Pierce,53053072503,1113.01,5
Pierce,53053072504,1401.75,6
Pierce,53053072505,2169.97,7
Pierce,53053072506,1304.17,6
Pierce,53053072507,577.16,5
Pierce,53053072601,1016.74,5
Pierce,53053072602,603.19,5
Pierce,53053072603,532.08,4
Pierce,53053072800,358.37,4
Pierce,53053072901,437.91,4
Pierce,53053072903,429.51,4
Pierce,53053072905,103.61,3
Pierce,53053072906,127.16,3
Pierce,53053072907,150.3,3
Pierce,53053073001,65.7,2
Pierce,53053073005,56.01,2
Pierce,53053073006,33.88,2
Pierce,53053073108,465.73,4
Pierce,53053073110,882.32,5
Pierce,53053073111,569.15,5
Pierce,53053073113,180.98,3
Pierce,53053073114,70.9,2
Pierce,53053073115,62.58,2
Pierce,53053073116,63.29,2
Pierce,53053073117,48.06,2
Pierce,53053073118,85.29,2
Pierce,53053073119,45.59,2
Pierce,53053073120,729.83,5
Pierce,53053073121,313.63,4
Pierce,53053073122,365.7,4
Pierce,53053073123,559.19,5
Pierce,53053073124,70.93,2
Pierce,53053073125,450.19,4
Pierce,53053073126,205.29,3
Pierce,53053073200,46.31,2
Pierce,53053073301,2065.91,7
Pierce,53053073302,950.63,5
Pierce,53053073404,1904.87,7
Pierce,53053073405,1204.3,6
Pierce,53053073406,1496.65,6
Pierce,53053073407,1199.21,6
Pierce,53053073408,1326.01,6
Pierce,53053073500,3036.5,8
Pierce,53053940001,1680.47,6
Pierce,53053940002,2315.05,7
Pierce,53053940003,3524.92,8
Pierce,53053940004,2300.49,7
Pierce,53053940005,3685.86,8
Pierce,53053940006,889.32,5
Pierce,53053940007,1167.03,6
Pierce,53053940008,3696.42,8
Pierce,53053940009,1350.27,6
Pierce,53053940010,1640.17,6
Pierce,53053940011,2139.22,7
San Juan,53055960100,354.22,4
San Juan,53055960300,350.75,4
San Juan,53055960400,265.54,4
San Juan,53055960500,296.99,4
San Juan,53055990100,2.25,1
Skagit,53057940200,656.57,5
Skagit,53057940300,1751.87,6
Skagit,53057940400,3118.81,8
Skagit,53057940500,962.2,5
Skagit,53057940600,902.83,5
Skagit,53057940700,478.31,4
Skagit,53057940800,503.31,4
Skagit,53057950100,349.02,4
Skagit,53057950800,909.45,5
Skagit,53057950900,509.79,4
Skagit,53057951000,147.48,3
Skagit,53057951100,2.37,1
Skagit,53057951200,290.64,4
Skagit,53057951300,178.64,3
Skagit,53057951400,405.8,4
Skagit,53057951500,1353.25,6
Skagit,53057951600,724.35,5
Skagit,53057951700,459.5,4
Skagit,53057951800,742.91,5
Skagit,53057951900,743.12,5
Skagit,53057952100,548.73,4
Skagit,53057952200,574.12,5
Skagit,53057952301,448.46,4
Skagit,53057952302,1198.84,6
Skagit,53057952401,333.75,4
Skagit,53057952402,825.11,5
Skagit,53057952500,274.72,4
Skagit,53057952600,544.75,4
Skagit,53057952700,471.25,4
Skagit,53057990100,233.37,3
Skamania,53059950100,0.99,1
Skamania,53059950200,688.02,5
Skamania,53059950300,22.24,2
Skamania,53059950400,0.02,1
Skamania,53059950500,0.37,1
Snohomish,53061040100,749.72,5
Snohomish,53061040200,625.77,5
Snohomish,53061040300,411.9,4
Snohomish,53061040400,491.89,4
Snohomish,53061040500,316.59,4
Snohomish,53061040700,950.54,5
Snohomish,53061040800,573.15,5
Snohomish,53061040900,1385.88,6
Snohomish,53061041000,1253.84,6
Snohomish,53061041100,1717.97,6
Snohomish,53061041201,1233.34,6
Snohomish,53061041202,2244.7,7
Snohomish,53061041301,4795.51,9
Snohomish,53061041303,4088.52,9
Snohomish,53061041304,6778.33,10
Snohomish,53061041400,1310.21,6
Snohomish,53061041500,483.13,4
Snohomish,53061041601,1691.28,6
Snohomish,53061041605,2202.36,7
Snohomish,53061041606,2644.09,7
Snohomish,53061041607,1090.67,5
Snohomish,53061041608,1896.69,7
Snohomish,53061041701,4460.22,9
Snohomish,53061041703,8577.23,10
Snohomish,53061041704,8942.5,10
Snohomish,53061041805,3896.65,9
Snohomish,53061041806,10112.63,10
Snohomish,53061041808,6387.72,10
Snohomish,53061041809,8452.63,10
Snohomish,53061041810,7963.33,10
Snohomish,53061041811,12753.4,10
Snohomish,53061041812,6998.93,10
Snohomish,53061041901,5579.91,9
Snohomish,53061041903,20152.53,10
Snohomish,53061041904,4334.41,9
Snohomish,53061041905,10107.77,10
Snohomish,53061042001,2174.69,7
Snohomish,53061042003,1287.09,6
Snohomish,53061042004,3331.71,8
Snohomish,53061042005,3212.53,8
Snohomish,53061042006,1808.28,6
Snohomish,53061050101,1363.14,6
Snohomish,53061050102,3092.63,8
Snohomish,53061050200,1920.37,7
Snohomish,53061050300,2324.49,7
Snohomish,53061050401,3025.93,8
Snohomish,53061050402,2543.51,7
Snohomish,53061050500,2916.83,8
Snohomish,53061050600,1180.97,6
Snohomish,53061050700,3174.98,8
Snohomish,53061050800,3530.31,8
Snohomish,53061050900,1395.07,6
Snohomish,53061051000,3083.22,8
Snohomish,53061051100,1873.42,6
Snohomish,53061051200,2405.71,7
Snohomish,53061051300,3705.37,8
Snohomish,53061051400,4404.24,9
Snohomish,53061051500,3400.95,8
Snohomish,53061051601,2441.28,7
Snohomish,53061051602,2088.96,7
Snohomish,53061051701,3188.37,8
Snohomish,53061051702,2906.53,8
Snohomish,53061051802,5215.95,9
Snohomish,53061051803,4504.76,9
Snohomish,53061051804,5244.18,9
Snohomish,53061051905,6058.82,9
Snohomish,53061051912,862.37,5
Snohomish,53061051913,3460.6,8
Snohomish,53061051914,2966.62,8
Snohomish,53061051915,6344.38,10
Snohomish,53061051916,3449.71,8
Snohomish,53061051917,2884.14,8
Snohomish,53061051918,4906.31,9
Snohomish,53061051921,4300.47,9
Snohomish,53061051922,5294.46,9
Snohomish,53061051923,6131.9,9
Snohomish,53061051924,5506.4,9
Snohomish,53061051925,8766.93,10
Snohomish,53061051926,3578.78,8
Snohomish,53061051927,6262.24,9
Snohomish,53061051928,5619.76,9
Snohomish,53061052003,6250.6,9
Snohomish,53061052004,4094.13,9
Snohomish,53061052005,4518.48,9
Snohomish,53061052006,3078.35,8
Snohomish,53061052007,3629.82,8
Snohomish,53061052104,437.79,4
Snohomish,53061052105,518.59,4
Snohomish,53061052107,2776.78,8
Snohomish,53061052108,1296.93,6
Snohomish,53061052112,559.96,5
Snohomish,53061052113,502.37,4
Snohomish,53061052114,1872.99,6
Snohomish,53061052115,1909.72,7
Snohomish,53061052118,2314.35,7
Snohomish,53061052203,756.52,5
Snohomish,53061052204,695.39,5
Snohomish,53061052206,314.29,4
Snohomish,53061052207,406.03,4
Snohomish,53061052208,455.94,4
Snohomish,53061052209,577.78,5
Snohomish,53061052301,275.96,4
Snohomish,53061052302,458.27,4
Snohomish,53061052401,477.86,4
Snohomish,53061052402,381.39,4
Snohomish,53061052502,631.87,5
Snohomish,53061052503,608.28,5
Snohomish,53061052504,268.85,4
Snohomish,53061052603,158.51,3
Snohomish,53061052604,325.51,4
Snohomish,53061052605,255.98,3
Snohomish,53061052606,300.93,4
Snohomish,53061052607,530.17,4
Snohomish,53061052701,84.81,2
Snohomish,53061052705,484.27,4
Snohomish,53061052706,444.66,4
Snohomish,53061052707,315.73,4
Snohomish,53061052708,265.58,4
Snohomish,53061052709,188.42,3
Snohomish,53061052803,335.57,4
Snohomish,53061052804,384.46,4
Snohomish,53061052805,252.67,3
Snohomish,53061052806,328.96,4
Snohomish,53061052903,228.57,3
Snohomish,53061052904,269.58,4
Snohomish,53061052905,244.7,3
Snohomish,53061052906,221.68,3
Snohomish,53061053101,360.44,4
Snohomish,53061053102,434.69,4
Snohomish,53061053201,422.04,4
Snohomish,53061053202,440.72,4
Snohomish,53061053301,755.33,5
Snohomish,53061053302,661.38,5
Snohomish,53061053400,485.52,4
Snohomish,53061053504,456.92,4
Snohomish,53061053505,133.93,3
Snohomish,53061053506,236.24,3
Snohomish,53061053507,382.17,4
Snohomish,53061053508,337.09,4
Snohomish,53061053509,459.08,4
Snohomish,53061053602,174.41,3
Snohomish,53061053603,143.12,3
Snohomish,53061053604,115.27,3
Snohomish,53061053700,4.47,1
Snohomish,53061053801,248.6,3
Snohomish,53061053802,158.63,3
Snohomish,53061053803,95.51,3
Snohomish,53061940001,795.13,5
Snohomish,53061940002,574.73,5
Snohomish,53061990002,190.29,3
Snohomish,53061990100,0.08,1
Spokane,53063000200,101.87,3
Spokane,53063000300,127.17,3
Spokane,53063000400,93.04,2
Spokane,53063000500,77.73,2
Spokane,53063000600,60.74,2
Spokane,53063000700,77.1,2
Spokane,53063000800,71.26,2
Spokane,53063000900,96.57,3
Spokane,53063001000,86.3,2
Spokane,53063001100,93.15,2
Spokane,53063001200,51.82,2
Spokane,53063001300,87.78,2
Spokane,53063001400,177.17,3
Spokane,53063001500,182.45,3
Spokane,53063001600,134.47,3
Spokane,53063001800,138.24,3
Spokane,53063001900,87.03,2
Spokane,53063002000,100.01,3
Spokane,53063002100,56.11,2
Spokane,53063002300,138.13,3
Spokane,53063002400,99.83,3
Spokane,53063002500,328.32,4
Spokane,53063002600,258.71,3
Spokane,53063002900,785.02,5
Spokane,53063003000,2166.33,7
Spokane,53063003100,1003.22,5
Spokane,53063003200,143.55,3
Spokane,53063003500,96.9,3
Spokane,53063003600,114.84,3
Spokane,53063003800,48.19,2
Spokane,53063003900,266.48,4
Spokane,53063004000,143.05,3
Spokane,53063004100,124.01,3
Spokane,53063004200,293.04,4
Spokane,53063004300,319.18,4
Spokane,53063004400,638.04,5
Spokane,53063004500,766.2,5
Spokane,53063004601,1336.18,6
Spokane,53063004602,674.48,5
Spokane,53063004700,1185.61,6
Spokane,53063004800,627.12,5
Spokane,53063004900,754.82,5
Spokane,53063005000,467.84,4
Spokane,53063010100,1196.88,6
Spokane,53063010201,29.42,2
Spokane,53063010202,136.15,3
Spokane,53063010301,20.99,2
Spokane,53063010303,20.4,2
Spokane,53063010304,30.54,2
Spokane,53063010305,62.9,2
Spokane,53063010401,106.03,3
Spokane,53063010402,63.11,2
Spokane,53063010501,90.65,2
Spokane,53063010503,87.71,2
Spokane,53063010504,44.51,2
Spokane,53063010601,33.58,2
Spokane,53063010602,78.65,2
Spokane,53063010700,139.07,3
Spokane,53063010800,30.32,2
Spokane,53063010900,100.15,3
Spokane,53063011000,67.42,2
Spokane,53063011101,123.79,3
Spokane,53063011102,70.52,2
Spokane,53063011201,195.14,3
Spokane,53063011202,80.16,2
Spokane,53063011300,582.53,5
Spokane,53063011400,1876.15,6
Spokane,53063011500,131.39,3
Spokane,53063011600,152.82,3
Spokane,53063011701,315.19,4
Spokane,53063011702,2037.85,7
Spokane,53063011800,2659.34,7
Spokane,53063011900,872.66,5
Spokane,53063012000,468.44,4
Spokane,53063012100,294.93,4
Spokane,53063012200,500.24,4
Spokane,53063012300,1004.34,5
Spokane,53063012401,1068.88,5
Spokane,53063012402,2670.72,7
Spokane,53063012500,548.88,5
Spokane,53063012600,1029.46,5
Spokane,53063012701,2324.7,7
Spokane,53063012702,1307.26,6
Spokane,53063012801,1720.39,6
Spokane,53063012802,769.88,5
Spokane,53063012901,5134.13,9
Spokane,53063012902,5756.19,9
Spokane,53063013000,6249,9
Spokane,53063013100,3682.14,8
Spokane,53063013201,1014.78,5
Spokane,53063013202,901.58,5
Spokane,53063013300,415.86,4
Spokane,53063013401,717.49,5
Spokane,53063013500,813.46,5
Spokane,53063013600,152.15,3
Spokane,53063013700,89.88,2
Spokane,53063013800,44.72,2
Spokane,53063013900,69.84,2
Spokane,53063014001,115.15,3
Spokane,53063014002,114.53,3
Spokane,53063014100,141.22,3
Spokane,53063014200,158.23,3
Spokane,53063014300,143.39,3
Spokane,53063014400,336.38,4
Spokane,53063014500,1533.24,6
Stevens,53065941000,0.73,1
Stevens,53065950100,3.54,1
Stevens,53065950200,4.73,1
Stevens,53065950300,2.11,1
Stevens,53065950500,1.92,1
Stevens,53065950600,1.29,1
Stevens,53065950700,1.15,1
Stevens,53065950800,1.91,1
Stevens,53065950900,0.48,1
Stevens,53065951100,0.97,1
Stevens,53065951300,10.16,1
Stevens,53065951400,35.03,2
Thurston,53067010100,107.67,3
Thurston,53067010200,213.54,3
Thurston,53067010300,254.35,3
Thurston,53067010400,108.59,3
Thurston,53067010510,177.16,3
Thurston,53067010520,320.31,4
Thurston,53067010600,222.37,3
Thurston,53067010700,426.09,4
Thurston,53067010800,168.88,3
Thurston,53067010910,490.84,4
Thurston,53067010920,195.06,3
Thurston,53067011000,299.67,4
Thurston,53067011100,165.45,3
Thurston,53067011200,1299.63,6
Thurston,53067011300,235.2,3
Thurston,53067011410,128.08,3
Thurston,53067011420,174.06,3
Thurston,53067011500,139.64,3
Thurston,53067011610,191.86,3
Thurston,53067011621,201.23,3
Thurston,53067011622,94.79,2
Thurston,53067011623,164.7,3
Thurston,53067011624,99.85,3
Thurston,53067011710,284.78,4
Thurston,53067011720,134.69,3
Thurston,53067011810,25.75,2
Thurston,53067011821,57.09,2
Thurston,53067011822,89.12,2
Thurston,53067011900,112.89,3
Thurston,53067012000,227.71,3
Thurston,53067012100,133.47,3
Thurston,53067012211,138.95,3
Thurston,53067012212,859.29,5
Thurston,53067012221,246.8,3
Thurston,53067012222,320.22,4
Thurston,53067012310,238.84,3
Thurston,53067012320,63.86,2
Thurston,53067012330,95.71,3
Thurston,53067012411,102.55,3
Thurston,53067012412,69.48,2
Thurston,53067012420,70.84,2
Thurston,53067012510,21.58,2
Thurston,53067012520,68.38,2
Thurston,53067012530,52.42,2
Thurston,53067012610,94.86,3
Thurston,53067012620,80.83,2
Thurston,53067012710,19.24,2
Thurston,53067012720,37.06,2
Thurston,53067012730,36.92,2
Thurston,53067990100,4.21,1
Wahkiakum,53069950100,296.54,4
Walla Walla,53071920000,1143.54,6
Walla Walla,53071920100,63.13,2
Walla Walla,53071920200,71.74,2
Walla Walla,53071920300,69.7,2
Walla Walla,53071920400,13.4,1
Walla Walla,53071920500,26.2,2
Walla Walla,53071920600,54.72,2
Walla Walla,53071920701,25.26,2
Walla Walla,53071920702,29.65,2
Walla Walla,53071920801,30.27,2
Walla Walla,53071920802,17.37,1
Walla Walla,53071920900,60.76,2
Whatcom,53073000100,824.13,5
Whatcom,53073000200,1170.6,6
Whatcom,53073000300,814.97,5
Whatcom,53073000400,505.53,4
Whatcom,53073000501,429.42,4
Whatcom,53073000502,202.91,3
Whatcom,53073000600,183.1,3
Whatcom,53073000700,553.51,5
Whatcom,53073000803,435.42,4
Whatcom,53073000804,501.4,4
Whatcom,53073000805,434.88,4
Whatcom,53073000806,885.27,5
Whatcom,53073000901,565.41,5
Whatcom,53073000902,626.53,5
Whatcom,53073001000,580.85,5
Whatcom,53073001100,751.49,5
Whatcom,53073001201,561.08,5
Whatcom,53073001202,421.05,4
Whatcom,53073010100,228.61,3
Whatcom,53073010200,167.22,3
Whatcom,53073010301,238.14,3
Whatcom,53073010302,90.43,2
Whatcom,53073010303,112.12,3
Whatcom,53073010401,1355.69,6
Whatcom,53073010403,3749.74,8
Whatcom,53073010404,9609.19,10
Whatcom,53073010501,2392.7,7
Whatcom,53073010502,1049.6,5
Whatcom,53073010600,591.1,5
Whatcom,53073010701,358.65,4
Whatcom,53073010702,196.7,3
Whatcom,53073010900,221.29,3
Whatcom,53073011000,15.21,1
Whatcom,53073940000,1923.88,7
Whitman,53075000100,173.64,3
Whitman,53075000200,219.12,3
Whitman,53075000300,153.41,3
Whitman,53075000400,167.07,3
Whitman,53075000500,99.71,3
Whitman,53075000600,274.54,4
Whitman,53075000700,2.57,1
Whitman,53075000800,0.13,1
Whitman,53075000900,4.34,1
Whitman,53075001000,104.92,3
Yakima,53077000100,50.56,2
Yakima,53077000200,38.17,2
Yakima,53077000300,20.36,2
Yakima,53077000400,23.83,2
Yakima,53077000500,25.33,2
Yakima,53077000600,30.14,2
Yakima,53077000700,110.5,3
Yakima,53077000800,22.43,2
Yakima,53077000901,24.9,2
Yakima,53077000902,15.45,1
Yakima,53077001000,30.47,2
Yakima,53077001100,112.4,3
Yakima,53077001201,168.18,3
Yakima,53077001202,287.15,4
Yakima,53077001300,95.48,3
Yakima,53077001400,44.2,2
Yakima,53077001501,118.8,3
Yakima,53077001502,78.52,2
Yakima,53077001601,32.18,2
Yakima,53077001602,108.13,3
Yakima,53077001701,23.12,2
Yakima,53077001702,65.45,2
Yakima,53077001800,6.63,1
Yakima,53077001901,8.65,1
Yakima,53077001902,10.1,1
Yakima,53077002001,0.25,1
Yakima,53077002002,0.42,1
Yakima,53077002101,1.24,1
Yakima,53077002102,5.39,1
Yakima,53077002200,8.67,1
Yakima,53077002701,9.88,1
Yakima,53077002801,9.78,1
Yakima,53077002802,29.04,2
Yakima,53077002900,10.36,1
Yakima,53077003001,6.63,1
Yakima,53077003002,5.54,1
Yakima,53077003100,17.69,1
Yakima,53077003200,22.25,2
Yakima,53077003400,14.09,1
Yakima,53077940001,8.01,1
Yakima,53077940002,4.37,1
Yakima,53077940003,7.34,1
Yakima,53077940004,10.1,1
Yakima,53077940005,3.34,1
Yakima,53077940006,3.37,1
