Sample ID,Collected by,Species,Date,Month,Site,City,Latitude,Longitude,% Certain,Freshness,Weather,Condition,Notes,Anal jelly? (for otter),Lab Name,Lab Notes,,,,,,,,,,,,,,,,,,,
UCP184,YH,River otter,5/26/22,5,LNM,Seattle,47.60457083,-122.2827378,100,C,,,,,,,,,,,,,,,,,,,,,,,,,
UCP185,YH,River otter,5/26/22,5,LNM,Seattle,47.60452562,-122.2826829,100,C,,,,,,,,,,,,,,,,,,,,,,,,,
UCP186,YH,River otter,5/26/22,5,LNM,Seattle,47.60452562,-122.2826829,100,C,,,,,,,,,,,,,,,,,,,,,,,,,
UCP187,YH,River otter,6/1/22,6,BSW,Seattle,47.65249022,-122.3175526,100,C,,,,,,,,,,,,,,,,,,,,,,,,,
UCP188,YH,River otter,6/1/22,6,BSW,Seattle,47.65249022,-122.3175526,100,C,,,,,,,,,,,,,,,,,,,,,,,,,
UCP189,YH,River otter,6/1/22,6,BSW,Seattle,47.65249022,-122.3175526,100,C,,,,,,,,,,,,,,,,,,,,,,,,,
UCP190,YH,River otter,6/1/22,6,BSW,Seattle,47.65249022,-122.3175526,100,C,,,,,,,,,,,,,,,,,,,,,,,,,
UCP191,YH,River otter,6/1/22,6,BSW,Seattle,47.65249022,-122.3175526,100,C,,,,,,,,,,,,,,,,,,,,,,,,,
UCP192,YH,River otter,6/1/22,6,BSW,Seattle,47.65249022,-122.3175526,100,C,,,,,,,,,,,,,,,,,,,,,,,,,
UCP193,YH,River otter,6/1/22,6,BSW,Seattle,47.65249022,-122.3175526,100,C,,,,,,,,,,,,,,,,,,,,,,,,,
UCP194,SK,River otter,6/2/22,6,LNM,Seattle,47.60456,-122.28268,100,B,,,,,,,,,,,,,,,,,,,,,,,,,
UCP195,SK,River otter,6/2/22,6,LNM,Seattle,47.60456,-122.28268,100,C,,,,,,,,,,,,,,,,,,,,,,,,,
UCP196,SK,River otter,6/2/22,6,LNM,Seattle,47.60456,-122.28268,100,C,,,,,,,,,,,,,,,,,,,,,,,,,
UCP197,SK,River otter,6/2/22,6,LNM,Seattle,47.60456,-122.28268,100,C,,,,,,,,,,,,,,,,,,,,,,,,,
UCP198,SK,River otter,6/2/22,6,LNM,Seattle,47.60456,-122.28268,100,C,,,,,,,,,,,,,,,,,,,,,,,,,
UCP199,SK,River otter,6/2/22,6,LNM,Seattle,47.60448,-122.28271,100,C,,,,,,,,,,,,,,,,,,,,,,,,,
UCP200,SK,River otter,6/2/22,6,LNM,Seattle,47.60434,-122.28277,100,C,,,,,,,,,,,,,,,,,,,,,,,,,
UCP201,SK,River otter,6/2/22,6,LNM,Seattle,47.60434,-122.28277,100,C,,,,,,,,,,,,,,,,,,,,,,,,,
UCP202,SK,River otter,6/2/22,6,LNM,Seattle,47.60434,-122.28277,100,B,,,,,,,,,,,,,,,,,,,,,,,,,
UCP203,SK,River otter,6/2/22,6,LNM,Seattle,47.56326,-122.26590,100,A,,,,,,,,,,,,,,,,,,,,,,,,,
UCP204,SK,River otter,6/2/22,6,LNM,Seattle,47.56326,-122.26590,100,A,,,,,,,,,,,,,,,,,,,,,,,,,
UCP205,SK,River otter,6/2/22,6,LNM,Seattle,47.56326,-122.26590,100,B,,,,,,,,,,,,,,,,,,,,,,,,,
UCP206,SK,River otter,6/2/22,6,LNM,Seattle,47.56326,-122.26590,100,C,,,,,,,,,,,,,,,,,,,,,,,,,
UCP207,YH,Coyote,6/8/22,6,KGP,Bellevue,47.59511,-122.20638,70,C,,"super old, mostly plastic",,,STL015,,,,,,,,,,,,,,,,,,,,
UCP208,YH,Coyote,6/10/22,6,TAY,Kirkland,47.66351,-122.18074,100,C,,,,,STL016,,,,,,,,,,,,,,,,,,,,
UCP209,YH,Coyote,6/10/22,6,TAY,Kirkland,47.66411,-122.18365,100,B,,,,,STL017,,,,,,,,,,,,,,,,,,,,
UCP210,YH,River otter,6/13/22,6,GGC,Bellevue,47.60649,-122.16212,100,B,Cloudy,,anal jelly,Yes,,,,,,,,,,,,,,,,,,,,,
UCP211,YH,River otter,6/13/22,6,GGC,Bellevue,47.60649,-122.16212,100,B,Cloudy,,anal jelly (a lot),Yes,,,,,,,,,,,,,,,,,,,,,
UCP212,YH,River otter,6/13/22,6,GGC,Bellevue,47.60649,-122.16212,100,B,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,
UCP213,YH,River otter,6/13/22,6,GGC,Bellevue,47.60649,-122.16212,100,B,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,
UCP214,YH,River otter,6/13/22,6,GGC,Bellevue,47.60649,-122.16212,100,B,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,
UCP215,YH,River otter,6/13/22,6,GGC,Bellevue,47.60649,-122.16212,100,B,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,
UCP216,YH,Coyote,6/13/22,6,GGC,Bellevue,47.60689,-122.15884,100,C,Cloudy,,power line,,STL018,,,,,,,,,,,,,,,,,,,,
UCP217,YH,Coyote,6/13/22,6,OGC,Medina,47.21560,-122.23115,100,A,Cloudy,,,,STL019,,,,,,,,,,,,,,,,,,,,
UCP218,YH,Coyote,6/13/22,6,OGC,Medina,47.63123,-122.23088,100,C,Cloudy,,,,STL020,,,,,,,,,,,,,,,,,,,,
UCP219,YH,Coyote,6/14/22,6,CWP,Kirkland,47.69336,-122.19497,100,B,Cloudy,,,,STL021,,,,,,,,,,,,,,,,,,,,
UCP220,YH,Coyote,6/14/22,6,CWP,Kirkland,47.69354,-122.19738,100,B,Cloudy,,,,STL022,,,,,,,,,,,,,,,,,,,,
UCP221,YH,Coyote,6/14/22,6,CWP,Kirkland,47.69354,-122.19738,100,C,Cloudy,,,,STL023,,,,,,,,,,,,,,,,,,,,
UCP222,YH,Coyote,6/14/22,6,CWP,Kirkland,47.69354,-122.19738,100,C,Cloudy,,,,STL024,,,,,,,,,,,,,,,,,,,,
UCP223,YH,Coyote,6/14/22,6,CKC,Kirkland,47.69968,-122.18816,100,C,Cloudy,"super old and smushed, has deer hair.",in open lot by eastside tennis club,,STL025,,,,,,,,,,,,,,,,,,,,
UCP224,YH,Coyote,6/14/22,6,CWP,Kirkland,47.69314,-122.19729,100,C,Cloudy,,,,STL026,,,,,,,,,,,,,,,,,,,,
UCP225,YH,Coyote,6/14/22,6,CWP,Kirkland,47.69305,-122.19714,100,C,Cloudy,,,,STL027,,,,,,,,,,,,,,,,,,,,
UCP226,YH,Coyote,6/14/22,6,CWP,Kirkland,47.69275,-122.19718,100,C,Cloudy,,,,STL028,,,,,,,,,,,,,,,,,,,,
UCP227,YH,Coyote,6/14/22,6,BTP,Kirkland,47.65836,-122.18069,100,A,Cloudy,,,,STL029,,,,,,,,,,,,,,,,,,,,
UCP228,YH,River otter,6/20/22,6,GGC,Bellevue,47.60653,-122.16219,100,C,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,
UCP229,YH,River otter,6/21/22,6,GGC,Bellevue,47.60653,-122.16219,100,A,Cloudy,,anal jelly (a lot),Yes,,,,,,,,,,,,,,,,,,,,,
UCP230,YH,River otter,6/21/22,6,GGC,Bellevue,47.60653,-122.16219,100,C,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,
UCP231,YH,River otter,6/21/22,6,GGC,Bellevue,47.60653,-122.16219,100,B,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,
UCP232,YH,River otter,6/21/22,6,GGC,Bellevue,47.60653,-122.16219,100,B,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,
UCP233,YH,River otter,6/21/22,6,GGC,Bellevue,47.60653,-122.16219,100,C,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,
UCP234,YH,River otter,6/21/22,6,GGC,Bellevue,47.61044,-122.16336,100,B,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,
UCP235,YH,Coyote,6/21/22,6,CWP,Kirkland,47.69300,-122.19708,100,C,Cloudy,,,,STL030,,,,,,,,,,,,,,,,,,,,
UCP236,YH,Coyote,6/21/22,6,CWP,Kirkland,47.69104,-122.19475,100,B,Cloudy,smushed,,,STL031,,,,,,,,,,,,,,,,,,,,
UCP237,YH,River otter,6/22/22,6,BRF,Renton,47.47421,-122.23854,100,B,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP238,YH,River otter,6/22/22,6,BRF,Renton,47.47320,-122.23850,100,C,Sunny,old af,,,,,,,,,,,,,,,,,,,,,,,
UCP239,YH,River otter,6/22/22,6,DSS,Seattle,47.51403,-122.30568,100,C,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP240,YH,River otter,6/22/22,6,DSS,Seattle,47.51403,-122.30568,100,B,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP241,YH,River otter,6/22/22,6,DSS,Seattle,47.51403,-122.30568,100,B,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP242,YH,River otter,6/22/22,6,DSS,Seattle,47.51403,-122.30568,100,C,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP243,YH,River otter,6/22/22,6,DSS,Seattle,47.51403,-122.30568,100,B,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP244,YH,River otter,6/22/22,6,DSS,Seattle,47.51403,-122.30568,100,B,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP245,YH,River otter,6/22/22,6,DSS,Seattle,47.51403,-122.30568,100,B,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP246,YH,River otter,6/22/22,6,DSS,Seattle,47.51403,-122.30568,100,C,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP247,YH,Coyote,6/21/22,6,CWP,Kirkland,47.69300,-122.19708,100,C,Cloudy,,,,STL032,,,,,,,,,,,,,,,,,,,,
UCP248,YH,River otter,6/22/22,6,DSS,Seattle,47.51415,-122.30576,100,A,Sunny,,anal jelly only,Yes,,,,,,,,,,,,,,,,,,,,,
UCP249,YH,Coyote,6/22/22,6,RSE,Seattle,47.52936,-122.28934,100,C,Sunny,old af,,,STL033,,,,,,,,,,,,,,,,,,,,
UCP250,YH,Coyote,6/22/22,6,KUB,Seattle,47.51362,-122.26948,100,C,Sunny,,,,STL034,,,,,,,,,,,,,,,,,,,,
UCP251,YH,River otter,6/23/22,6,LNM,Seattle,47.60455,-122.28269,100,C,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP252,YH,River otter,6/23/22,6,LNM,Seattle,47.60455,-122.28269,100,C,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP253,YH,River otter,6/23/22,6,LNM,Seattle,47.60455,-122.28269,100,C,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP254,YH,River otter,6/23/22,6,LNM,Seattle,47.60455,-122.28269,100,C,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP255,YH,River otter,6/23/22,6,LNM,Seattle,47.60455,-122.28269,100,C,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP256,YH,River otter,6/23/22,6,LNM,Seattle,47.60455,-122.28269,100,C,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP257,YH,River otter,6/23/22,6,LNM,Seattle,47.60455,-122.28269,100,C,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP258,YH,River otter,6/23/22,6,LNM,Seattle,47.60455,-122.28271,100,C,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP259,YH,River otter,6/23/22,6,LNM,Seattle,47.60455,-122.28271,100,B,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP260,YH,River otter,6/23/22,6,LNM,Seattle,47.60455,-122.28271,100,B,Sunny,fishy/crust,,,,,,,,,,,,,,,,,,,,,,,
UCP261,YH,River otter,6/23/22,6,LNM,Seattle,47.60455,-122.28271,100,C,Sunny,bleached but not super old,,,,,,,,,,,,,,,,,,,,,,,
UCP262,YH,River otter,6/23/22,6,LNM,Seattle,47.60455,-122.28271,100,B,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP263,YH,River otter,6/23/22,6,LNM,Seattle,47.60434,-122.28277,100,C,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP264,YH,River otter,6/23/22,6,LNM,Seattle,47.60434,-122.28277,100,B,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP265,YH,River otter,6/23/22,6,LNM,Seattle,47.60434,-122.28277,100,B,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP266,YH,River otter,6/23/22,6,LNM,Seattle,47.60434,-122.28277,100,B,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP267,YH,Coyote,6/23/22,6,SEW,Seattle,47.55715,-122.24785,100,C,Sunny,,,,STL035,,,,,,,,,,,,,,,,,,,,
UCP268,YH,Coyote,6/23/22,6,SEW,Seattle,47.56047,-122.25070,100,C,Sunny,,,,STL036,,,,,,,,,,,,,,,,,,,,
UCP269,YH,Coyote,6/23/22,6,SEW,Seattle,46.55840,-122.24992,100,C,Sunny,,,,STL037,,,,,,,,,,,,,,,,,,,,
UCP270,YH,Coyote,6/23/22,6,SEW,Seattle,47.55902,-122.24999,100,C,Sunny,really dry,,,STL038,,,,,,,,,,,,,,,,,,,,
UCP271,YH,Coyote,6/23/22,6,SEW,Seattle,47.55672,-122.25112,100,C,Sunny,,,,STL039,,,,,,,,,,,,,,,,,,,,
UCP272,YH,River otter,6/29/22,6,CBM,Bellevue,47.60957,-122.20941,100,A,Sunny,,anal jelly,Yes,,,,,,,,,,,,,,,,,,,,,
UCP273,YH,River otter,6/29/22,6,CBM,Bellevue,47.60957,-122.20941,100,A,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP274,YH,River otter,6/29/22,6,CBM,Bellevue,47.60957,-122.20941,100,A,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP275,YH,River otter,6/29/22,6,CBM,Bellevue,47.60957,-122.20941,100,A,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP276,YH,River otter,6/29/22,6,CBM,Bellevue,47.60957,-122.20941,100,C,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP277,YH,Coyote,7/4/22,7,OGC,Medina,47.63165,-122.23149,100,B,Sunny,,,,STL040,,,,,,,,,,,,,,,,,,,,
UCP278,YH,Coyote,6/30/22,6,NST,Ruston,47.28532,-122.49175,100,C,Sunny,,,,STL041,,,,,,,,,,,,,,,,,,,,
UCP279,YH,Coyote,6/30/22,6,NST,Ruston,47.28539,-122.49173,100,C,Sunny,grass on sample,,,STL042,,,,,,,,,,,,,,,,,,,,
UCP280,YH,Coyote,6/30/22,6,NST,Ruston,47.28541,-122.4915,100,B,Sunny,,,,STL043,,,,,,,,,,,,,,,,,,,,
UCP281,YH,Coyote,6/30/22,6,NST,Ruston,47.28517,-122.49213,100,C,Sunny,old/dry,,,STL044,,,,,,,,,,,,,,,,,,,,
UCP282,YH,Coyote,6/30/22,6,NST,Ruston,47.28547,-122.49143,100,C,Sunny,,,,STL045,,,,,,,,,,,,,,,,,,,,
UCP283,YH,Coyote,7/4/22,7,OGC,Medina,47.63195,-122.23196,100,C,Sunny,dry/moldy,,,STL046,,,,,,,,,,,,,,,,,,,,
UCP284,YH,Coyote,7/4/22,7,WSP,Kirkland,47.65002,-122.19148,100,B,Sunny,,,,STL047,,,,,,,,,,,,,,,,,,,,
UCP285,YH,Coyote,7/4/22,7,WSP,Kirkland,,,100,C,,,,,STL274,,,,,,,,,,,,,,,,,,,,
UCP286,YH,Coyote,7/4/22,7,WSP,Kirkland,47.64926,-122.18912,100,C,Sunny,old/dry,,,STL048,,,,,,,,,,,,,,,,,,,,
UCP287,YH,Coyote,7/4/22,7,WSP,Kirkland,47.64726,-122.18805,70,C,Sunny,old/moldy,,,STL049,,,,,,,,,,,,,,,,,,,,
UCP288,YH,Coyote,7/4/22,7,WSP,Kirkland,47.64707,-122.18809,100,B,Sunny,,pup,,STL050,,,,,,,,,,,,,,,,,,,,
UCP289,YH,Coyote,7/4/22,7,WSP,Kirkland,47.6472,-122.18996,100,C,Sunny,sandy/smushed,seeds/pits,,STL051,,,,,,,,,,,,,,,,,,,,
UCP290,YH,Coyote,7/4/22,7,WSP,Kirkland,47.64709,-122.1901,100,C,Sunny,,,,STL052,,,,,,,,,,,,,,,,,,,,
UCP291,YH,Coyote,7/4/22,7,WSP,Kirkland,47.64696,-122.19006,100,B,Sunny,,pup,,STL053,,,,,,,,,,,,,,,,,,,,
UCP292,YH,Coyote,7/4/22,7,WSP,Kirkland,47.64694,-122.18998,100,B,Sunny,sample has ants on it,,,STL054,,,,,,,,,,,,,,,,,,,,
UCP293,YH,Coyote,7/4/22,7,WSP,Kirkland,47.64718,-122.19001,100,B,Sunny,,"pup, pits",,STL055,,,,,,,,,,,,,,,,,,,,
UCP294,YH,Coyote,7/4/22,7,WSP,Kirkland,47.64672,-122.18944,100,C,Sunny,,"pup, teeth visible",,STL056,,,,,,,,,,,,,,,,,,,,
UCP295,YH,Coyote,7/4/22,7,WSP,Kirkland,47.64783,-122.19027,100,C,Sunny,,,,STL057,,,,,,,,,,,,,,,,,,,,
UCP296,YH,Coyote,7/4/22,7,WSP,Kirkland,47.64788,-122.19001,100,C,Sunny,,"pup, cherry pits",,STL058,,,,,,,,,,,,,,,,,,,,
UCP297,YH,Coyote,7/4/22,7,WSP,Kirkland,47.6485,-122.18954,100,B,Sunny,,,,STL059,,,,,,,,,,,,,,,,,,,,
UCP298,YH,Coyote,7/4/22,7,TAY,Kirkland,47.66212,-122.18211,100,C,Sunny,old/smushed,,,STL060,,,,,,,,,,,,,,,,,,,,
UCP299,YH,Coyote,7/4/22,7,TAY,Kirkland,47.66206,-122.18198,100,C,Sunny,,"partial sample, couldn't find the rest",,STL061,,,,,,,,,,,,,,,,,,,,
UCP300,YH,Coyote,7/4/22,7,BTP,Kirkland,47.65059,-122.17532,100,C,Sunny,,,,STL062,,,,,,,,,,,,,,,,,,,,
UCP301,YH,Coyote,7/11/22,7,OGC,Medina,47.63189,-122.23205,100,A,Sunny,,,,STL063,,,,,,,,,,,,,,,,,,,,
UCP302,YH,Coyote,7/11/22,7,SDP,Bellevue,,,NA,NA,,NOT A SCAT,NOT A SCAT - hair/bonw found near disembodied paw,,NA,,,,,,,,,,,,,,,,,,,,
UCP303,YH,Coyote,7/11/22,7,WSP,Kirkland,47.64687,-122.18961,100,C,Sunny,,,,STL064,,,,,,,,,,,,,,,,,,,,
UCP304,YH,Coyote,7/11/22,7,WSP,Kirkland,47.64699,-122.18941,100,C,Sunny,,,,STL065,,,,,,,,,,,,,,,,,,,,
UCP305,YH,Coyote,7/11/22,7,EVR,Bellevue,47.67321,-122.19135,100,C,Sunny,,,,STL066,,,,,,,,,,,,,,,,,,,,
UCP306,YH,Coyote,7/12/22,7,RVL,Bellevue,47.59389,-122.15991,100,C,Sunny,"smushed, might be 2 samples",,,STL067,,,,,,,,,,,,,,,,,,,,
UCP307,YH,Coyote,7/12/22,7,RVL,Bellevue,47.59117,-122.16059,100,C,Sunny,veg stuck on sample,,,STL068,,,,,,,,,,,,,,,,,,,,
UCP308,YH,River otter,7/12/22,7,RVL,Bellevue,47.59091,-122.16162,100,C,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP309,YH,River otter,7/12/22,7,RVL,Bellevue,47.59091,-122.16162,100,C,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP310,YH,River otter,7/12/22,7,RVL,Bellevue,47.59091,-122.16162,100,C,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP311,YH,River otter,7/12/22,7,RVL,Bellevue,47.59091,-122.16162,100,C,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP313,YH,Coyote,7/14/22,7,INT,Seattle,,,100,,C,,,,STL275,,,,,,,,,,,,,,,,,,,,
UCP314,YH,Coyote,7/14/22,7,INT,Seattle,47.63618,-122.30796,100,B,Sunny,,pup,,STL069,,,,,,,,,,,,,,,,,,,,
UCP315,YH,Coyote,7/14/22,7,INT,Seattle,47.63618,-122.30796,100,C,Sunny,,pup,,STL070,,,,,,,,,,,,,,,,,,,,
UCP316,YH,Coyote,7/14/22,7,WPA,Seattle,47.63644,-122.29387,100,C,Sunny,,,,STL071,,,,,,,,,,,,,,,,,,,,
UCP317,YH,Coyote,7/18/22,7,GGC,Bellevue,47.60841,-122.1591,100,C,Sunny,rained on,cherry pits,,STL072,,,,,,,,,,,,,,,,,,,,
UCP318,YH,Coyote,7/18/22,7,GGC,Bellevue,47.60783,-122.159,100,C,Sunny,,,,STL073,,,,,,,,,,,,,,,,,,,,
UCP319,YH,Coyote,7/18/22,7,GGC,Bellevue,47.60748,-122.15897,100,A,Sunny,ants on sample,,,STL074,,,,,,,,,,,,,,,,,,,,
UCP320,YH,Coyote,7/18/22,7,GGC,Bellevue,47.60854,-122.15908,100,C,Sunny,"diarrhea, rained on",cherry pits,,STL075,,,,,,,,,,,,,,,,,,,,
UCP321,YH,River otter,7/18/22,7,GGC,Bellevue,47.60659,-122.16223,100,C,Sunny,rained on,,,,,,,,,,,,,,,,,,,,,,,
UCP322,YH,River otter,7/18/22,7,GGC,Bellevue,47.60659,-122.16223,100,B,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP323,YH,Coyote,7/18/22,7,RVL,Bellevue,47.59201,-122.16023,100,C,Sunny,slugged on,seeds,,STL076,,,,,,,,,,,,,,,,,,,,
UCP324,YH,Coyote,7/18/22,7,WSP,Kirkland,47.64964,-122.19248,100,C,Sunny,,,,STL077,,,,,,,,,,,,,,,,,,,,
UCP325,YH,Coyote,7/18/22,7,WSP,Kirkland,,,100,C,,,next to rabbit poop,,STL276,,,,,,,,,,,,,,,,,,,,
UCP326,YH,Coyote,7/18/22,7,WSP,Kirkland,47.64697,-122.1899,100,C,Sunny,,,,STL078,,,,,,,,,,,,,,,,,,,,
UCP327,YH,Coyote,7/18/22,7,WSP,Kirkland,47.64692,-122.1898,100,C,Sunny,bleached,,,STL079,,,,,,,,,,,,,,,,,,,,
UCP328,YH,Coyote,7/18/22,7,WSP,Kirkland,47.64697,-122.1897,100,C,Sunny,bleached,,,STL080,,,,,,,,,,,,,,,,,,,,
UCP329,YH,Coyote,7/18/22,7,WSP,Kirkland,47.64679,-122.1897,100,C,Sunny,bleached,,,STL081,,,,,,,,,,,,,,,,,,,,
UCP330,YH,Coyote,7/18/22,7,WSP,Kirkland,,,100,C,,,,,STL277,,,,,,,,,,,,,,,,,,,,
UCP331,YH,Coyote,7/18/22,7,TAY,Kirkland,47.66154,-122.1808,100,B,Sunny,,,,STL082,,,,,,,,,,,,,,,,,,,,
UCP332,YH,Coyote,7/18/22,7,BTP,Kirkland,47.65229,-122.17503,100,C,Sunny,,,,STL083,,,,,,,,,,,,,,,,,,,,
UCP333,YH,Coyote,8/3/22,8,HOL,Shoreline,47.77577,-122.32484,100,B,Sunny,,,,STL084,,,,,,,,,,,,,,,,,,,,
UCP334,YH,Coyote,8/3/22,8,HOL,Shoreline,47.77576,-122.32487,100,C,Sunny,,,,STL085,,,,,,,,,,,,,,,,,,,,
UCP335,YH,Coyote,8/3/22,8,HOL,Shoreline,47.77605,-122.325,100,C,Sunny,,,,STL086,,,,,,,,,,,,,,,,,,,,
UCP336,YH,Coyote,8/3/22,8,HOL,Shoreline,47.77572,-122.32482,100,B,Sunny,grassy,diarrhea,,STL087,,,,,,,,,,,,,,,,,,,,
UCP337,YH,Coyote,8/3/22,8,HOL,Shoreline,47.77765,-122.32854,100,C,Sunny,,,,STL088,,,,,,,,,,,,,,,,,,,,
UCP338,YH,Coyote,8/3/22,8,HOL,Shoreline,47.77732,-122.32887,100,C,Sunny,,pup?,,STL089,,,,,,,,,,,,,,,,,,,,
UCP339,YH,Coyote,8/3/22,8,EDM,Edmonds,47.80514,-122.39018,100,C,Sunny,,,,STL090,,,,,,,,,,,,,,,,,,,,
UCP340,YH,Raccoon,8/3/22,8,EDM,Edmonds,47.80441,-122.3878403,70,C,Sunny,,,,,,,,,,,,,,,,,,,,,,,,
UCP341,YH,Coyote,8/3/22,8,RSB,Seattle,47.76579,-122.38451,100,B,Sunny,,,,STL091,,,,,,,,,,,,,,,,,,,,
UCP342,YH,Coyote,8/5/22,8,GMP,Renton,47.48641,-122.16974,100,B,Sunny,,,,STL092,,,,,,,,,,,,,,,,,,,,
UCP343,YH,Coyote,8/5/22,8,GMP,Renton,47.48622,-122.17017,100,B,Sunny,,,,STL093,,,,,,,,,,,,,,,,,,,,
UCP344,YH,Coyote,8/5/22,8,GMP,Renton,47.48602,-122.17023,100,C,Sunny,,,,STL094,,,,,,,,,,,,,,,,,,,,
UCP345,YH,Coyote,8/5/22,8,GMP,Renton,47.48605,-122.17043,100,B,Sunny,,berry,,STL095,,,,,,,,,,,,,,,,,,,,
